Feature	Gain	Cover	Frequency
ctrx_quarter	0.115691706048716	0.0160517443832021	0.00684769775678867
mcaja_ahorro	0.0792425318165676	0.010534839717869	0.00487996851633215
g2_g2_tarjetas_madelantosdolares_sobre_g1_transacciones_totales_tc	0.066695996057806	0.00991107405319123	0.00810704447068083
g1_mtotal_caja_ahorro	0.047589063813219	0.00664243069856096	0.0033844942935852
g1_transacciones_totales_tc	0.0313327377842568	0.00723416848454242	0.00464384100747737
g1_visa_abierta	0.0262821410831611	0.00945280189479419	0.00865800865800866
g1_consumo_total_tc	0.0253909546369416	0.0141002250689714	0.00944510035419126
g1_numero_mes_lag_3	0.0246828459823161	0.034726121843653	0.0221172766627312
cdescubierto_preacordado	0.0234599937164305	0.00873257487658056	0.00700511609602519
mcuentas_saldo	0.0225043433591932	0.0125351905997076	0.00960251869342778
g2_g1_consumo_total_tc_sobre_g1_monto_total_acreditaciones	0.0216148184442778	0.00507482723849942	0.00314836678473042
mtarjeta_visa_consumo	0.0204504736617156	0.00860126825631435	0.00763478945297127
foto_mes	0.0172228592625479	0.0249165984704645	0.0191263282172373
g1_visa_limite_compra_sobre_sueldo	0.016927546490757	0.0104666521157273	0.00377804014167651
ctarjeta_visa_transacciones	0.0163058514317817	0.00518843645196285	0.00393545848091303
g1_numero_mes	0.0147682820183795	0.0193131580978599	0.0181031090121999
g2_ctrx_quarter_sobre_g1_monto_total_acreditaciones	0.0146003802116122	0.00372728042649289	0.00204643841007477
g2_g1_mtotal_caja_ahorro_sobre_g1_m_activos_pasivos_margen_absoluto	0.0130219874595479	0.00157472093715826	0.00314836678473042
g2_g1_m_activos_pasivos_margen_absoluto_sobre_g1_monto_total_acreditaciones	0.0125175803988517	0.00447146318146422	0.00188902007083825
g2_g1_monto_total_prestamos_sobre_g1_monto_total_acreditaciones	0.0109245940641073	0.0131498790099187	0.00566706021251476
g1_mtotal_cta_corriente	0.00922612413735687	0.0117256647750689	0.0081857536402991
mcuenta_corriente	0.0091158861245592	0.010154025244038	0.0085792994883904
g2_g1_mtotal_caja_ahorro_sobre_g1_consumo_total_tc	0.00889313933901713	0.00108660474710673	0.00228256591892956
mautoservicio	0.00885431376397992	0.00977678871472724	0.00511609602518694
g1_acreditaciones_sobre_edad	0.00864509483376623	0.00453137147325069	0.00133805588351043
cdescubierto_preacordado_delta_lag1	0.00854747667691762	0.0174906045800435	0.00354191263282172
