Feature	Gain	Cover	Frequency
ctrx_quarter	0.145243899836646	0.0169540296510472	0.0127614321162708
g1_mtotal_caja_ahorro	0.0802845034153776	0.00595749147084243	0.00460829493087558
mcaja_ahorro	0.0664026315139767	0.0102834094962233	0.0076214108472173
g2_g2_tarjetas_madelantosdolares_sobre_g1_transacciones_totales_tc	0.052081699979524	0.00455596456786462	0.00567174760723148
g1_consumo_total_tc	0.0446777657298455	0.0126526596458396	0.0115207373271889
g1_numero_mes_lag_3	0.0311651085424507	0.0349980751243955	0.0405884438142503
cdescubierto_preacordado	0.0243869666325664	0.0201513165913876	0.0246366536689117
mtarjeta_visa_consumo	0.024207050411794	0.00644434878544396	0.00673520028358738
g1_visa_abierta	0.0213696706302187	0.00709649847318261	0.0116979794399149
g1_transacciones_totales_tc	0.0213004712361957	0.00401711310839434	0.00389932647997164
g2_g1_monto_total_prestamos_sobre_g1_monto_total_acreditaciones	0.0166920163423112	0.0136814875594552	0.0131159163417228
g2_g1_consumo_total_tc_sobre_g1_monto_total_acreditaciones	0.0160924040279492	0.00337605254967902	0.00336760014179369
mcuentas_saldo	0.0159082882798303	0.0139210719449526	0.0129386742289968
g2_g1_mtotal_caja_ahorro_sobre_g1_m_activos_pasivos_margen_absoluto	0.0143777755401762	0.00251474251263847	0.00389932647997164
g1_visa_limite_compra_sobre_sueldo	0.014290766004565	0.0113027761411151	0.00921658986175115
mcuenta_corriente	0.0135957183223437	0.0143944915829173	0.0177242112725984
g1_numero_mes	0.0122263544391981	0.013125436787124	0.0170152428216944
ctarjeta_visa	0.011748167597873	0.00325217029984033	0.00265863169088976
g2_ctrx_quarter_sobre_g1_monto_total_acreditaciones	0.0113610948041881	0.00408341472493401	0.00354484225451967
g1_monto_total_acreditaciones	0.0104194637741365	0.0024473262249715	0.00230414746543779
Visa_Finiciomora	0.0101371231213772	0.0196723262243452	0.010989010989011
foto_mes	0.0101142445304503	0.0302784262434811	0.032258064516129
g1_monto_total_prestamos	0.00912176137379177	0.0161287325631482	0.0164835164835165
g2_g2_tarjetas_madelantosdolares_sobre_g1_transacciones_totales_tcdelta_lag1	0.00885567672664243	5.31326570678358e-05	0.000177242112725984
mautoservicio	0.00848676964478453	0.00805874898158922	0.00514002126905353
g1_visa_limite_compra_sobre_sueldo_delta_lag1	0.0083667255397552	0.00713630578951116	0.00567174760723148
g2_g1_m_activos_pasivos_margen_absoluto_sobre_g2_limite_compra_tarjetas_credito_lag_1	0.00787922810254384	0.00393152083209537	0.0065579581708614
g1_m_activos_pasivos_margen_absoluto	0.00781183380354956	0.0102564369602757	0.0136476426799007
g1_monto_total_acreditaciones_lag_1	0.00759795684831438	6.79779671547114e-05	0.000177242112725984
g1_mtotal_cta_corriente	0.00693989092611582	0.0145677454597287	0.0180786954980503
g2_g1_m_activos_pasivos_margen_absoluto_sobre_mcuentas_saldo	0.00663287659848764	0.00123389588233325	0.00283587380361574
asg1_monto_total_acreditaciones_lag3	0.00628486039336736	0.00258886238437877	0.00443105281814959
g1_master_abierta	0.00601280951454736	0.00230214965512892	0.0076214108472173
g1_numero_mes_lag_1	0.00579966392415527	0.00813856929400119	0.010989010989011
mpayroll	0.0053473938521167	0.00287988549858962	0.00177242112725984
mprestamos_personales	0.00530727581034552	0.0134293053899938	0.0138248847926267
ccaja_seguridad	0.00528136453480335	0.025204196577544	0.0129386742289968
tcallcenter	0.00486433925823556	0.017110598212342	0.0177242112725984
g2_g1_monto_total_prestamos_sobre_mrentabilidad_annual	0.00466633135578879	0.00377502924917646	0.00567174760723148
g2_mpasivos_margen_sobre_g1_monto_total_prestamos	0.00449137895820866	0.00616183794407418	0.00833037929812123
g2_ctrx_quarter_sobre_g1_monto_total_prestamos	0.00435642537973918	0.00476304710714783	0.00726692662176533
g2_g1_mtotal_caja_ahorro_sobre_g1_consumo_total_tc	0.00432021705907989	8.72215508993964e-05	0.000354484225451967
asctarjeta_visa_lag3	0.00425786367725946	0.00183992643101057	0.00283587380361574
ctarjeta_visa_delta_lag1	0.0042134499585887	0.00514581975750981	0.00265863169088976
mcuenta_debitos_automaticos	0.00411736217467071	0.0190444586682164	0.0122297057780929
g2_ctrx_quarter_sobre_g1_mtotal_caja_ahorro	0.00404371950301718	6.60868448506508e-05	0.000177242112725984
ctarjeta_debito_transacciones	0.00379099175464462	0.000690525933631342	0.000354484225451967
g2_ctrx_quarter_sobre_mcuentas_saldo	0.00368871622886864	0.00131504260691682	0.00336760014179369
g1_acreditaciones_sobre_edad	0.00350708631523318	0.00293556672582235	0.00230414746543779
g2_g1_m_activos_pasivos_margen_absoluto_sobre_mcuentas_saldo_lag_1	0.00350111262669815	0.000423442084091325	0.00159517901453385
mrentabilidad_annual	0.00340109801580603	0.0190587295701078	0.0191421481744062
mcaja_ahorro_lag_1	0.00331798247210434	0.000298681351370363	0.0010634526763559
asg1_consumo_total_tc_lag3	0.00331034751570723	0.000385499220393316	0.0010634526763559
g2_g1_m_activos_pasivos_margen_absoluto_sobre_g1_monto_total_acreditaciones	0.00325756066316124	0.00290150429962132	0.00230414746543779
g2_g1_consumo_total_tc_sobre_g1_monto_total_prestamos	0.00319145832252925	0.00104504731801766	0.00265863169088976
g1_cant_cuentas_visa_y_master	0.0031357118360238	0.00408570932707153	0.00319035802906771
g1_monto_pago_servicios_totales	0.0031139395844285	0.00993509487221953	0.00638071605813541
g1_cantidad_total_acreditaciones	0.00307007338384553	0.00103578890044701	0.000531726338177951
ctrx_quarter_delta_lag1	0.00303827955062526	0.0181221213466605	0.0127614321162708
g1_mtotal_cta_corriente_delta_lag1	0.00295742337802966	0.00902457120581754	0.00886210563629919
Visa_Finiciomora_lag_1	0.00295593847530027	0.00635132597442528	0.00336760014179369
g1_visa_abierta_delta_lag1	0.00295111338836697	0.00506703693580632	0.00265863169088976
thomebanking	0.00292415449997527	0.0073051848296506	0.0150655795817086
asmautoservicio_lag3	0.00272085465218749	0.000508657550230356	0.00141793690180787
asg1_m_activos_pasivos_margen_absoluto_lag2	0.00267235627396418	0.00472507151248686	0.00567174760723148
g2_mpasivos_margen_sobre_mrentabilidad_annual	0.00265248330383067	0.000237730237058913	0.000886210563629919
mpasivos_margen	0.00259503080827685	0.00132885951822937	0.00194966323998582
Visa_delinquency	0.00251673571811199	0.00352169341429241	0.00354484225451967
cmobile_app_trx_lag_1	0.00244382320691763	0.00239112938405074	0.00460829493087558
asg2_g1_m_activos_pasivos_margen_absoluto_sobre_mcuentas_saldo_lag2	0.00234667641260343	0.00114446337509055	0.00265863169088976
g1_visa_en_proceso_cierre	0.00227393121741479	0.00505890975688743	0.00265863169088976
mcuentas_saldo_delta_lag1	0.00219773033786225	0.0127986597428735	0.00921658986175115
g2_ctrx_quarter_sobre_g1_consumo_total_tc	0.0021611150355026	0.000884066744142391	0.00141793690180787
g2_g1_m_activos_pasivos_margen_absoluto_sobre_g1_monto_total_acreditaciones_delta_lag1	0.00207028557269294	0.00433951511392987	0.00283587380361574
g1_c_cuentas	0.00196565351013945	0.0145010446062582	0.00744416873449132
mcomisiones_mantenimiento	0.00195195454157131	0.0113322119850896	0.00921658986175115
g2_g1_monto_total_prestamos_sobre_g1_monto_total_acreditaciones_delta_lag1	0.00193865305167597	0.00159536107989756	0.00124069478908189
chomebanking_transacciones	0.00190673637026431	0.0140489378762517	0.0129386742289968
g2_mcuentas_saldo_sobre_g2_limite_compra_tarjetas_credito	0.00190106579601936	0.00151233313311601	0.00389932647997164
asg2_g1_mtotal_caja_ahorro_sobre_g1_m_activos_pasivos_margen_absoluto_lag3	0.00190095091842527	0.00414747669502704	0.00407656859269763
internet_lag_1	0.00185295617435662	0.0138105186726268	0.00708968450903935
mactivos_margen	0.00178692797219447	0.0106474479131962	0.0127614321162708
Master_status	0.00177792505487809	0.0010465183929638	0.0021269053527118
g2_g1_consumo_total_tc_sobre_g2_limite_compra_tarjetas_credito	0.00175701615261377	0.00128435712710362	0.00354484225451967
g2_g1_consumo_total_tc_sobre_g1_monto_total_prestamos_lag_1	0.00173655854048316	0.00799602392990281	0.00850762141084722
g1_master_limite_compra_sobre_sueldo	0.0017314539472478	0.00266171847727165	0.00283587380361574
g2_mpasivos_margen_sobre_g1_monto_total_acreditaciones	0.00172431128729102	0.000699938914082611	0.000531726338177951
g2_ctrx_quarter_sobre_g1_monto_total_acreditaciones_delta_lag1	0.00166561937597737	0.00243426151967797	0.00194966323998582
g1_transacciones_totales_tc_delta_lag1	0.00153283522718289	0.00977501743047024	0.00584898971995746
g2_g2_tarjetas_madelantosdolares_sobre_g1_transacciones_totales_tc_lag_3	0.00152979347177718	0.00564377589919776	0.00850762141084722
cliente_edad_lag_1	0.0014917321865995	0.0127163979430767	0.0116979794399149
g2_g1_mtotal_caja_ahorro_sobre_g1_monto_total_acreditaciones	0.00145685334898539	0.000260145693565505	0.000531726338177951
g2_g2_tarjetas_madelantosdolares_sobre_mrentabilidad_annual_lag_1	0.0014057264624321	0.000964169512642079	0.0021269053527118
g2_g1_m_activos_pasivos_margen_absoluto_sobre_g2_limite_compra_tarjetas_credito	0.00136560350512399	0.00281797892302006	0.0065579581708614
g2_mrentabilidad_annual_sobre_g2_limite_compra_tarjetas_credito_lag_1	0.00136413441773496	0.00211227147978112	0.00460829493087558
asg1_transacciones_totales_tc_lag3	0.00136268405632375	0.00131441081851459	0.00265863169088976
ccaja_ahorro	0.00134077597549633	0.00948291278018101	0.00514002126905353
g2_g1_monto_total_acreditaciones_sobre_mrentabilidad_annual_lag_1	0.00132906291067308	0.000481963429510827	0.0010634526763559
g2_g1_m_activos_pasivos_margen_absoluto_sobre_g1_monto_total_prestamos	0.00129328461490542	0.00234800209745506	0.00301311591634172
g2_g1_mtotal_caja_ahorro_sobre_g2_limite_compra_tarjetas_credito	0.00128285728536438	0.000704464272775598	0.000708968450903935
g2_g1_monto_total_acreditaciones_sobre_g2_limite_compra_tarjetas_credito	0.0012377340396263	0.001357014409703	0.00159517901453385
g2_mpasivos_margen_sobre_g2_limite_compra_tarjetas_credito_lag_1	0.00118954052888405	0.000628402161856989	0.00159517901453385
g1_mtotal_cta_corriente_lag_1	0.00113878921204795	2.43227422491486e-05	0.000177242112725984
internet	0.00112648502992323	0.0197097177127475	0.010457284650833
g1_monto_total_debitado_tc	0.00110364943679178	0.00207856808395769	0.00248138957816377
Visa_status	0.00109645163771492	0.000702490514892225	0.00159517901453385
g1_dinero_prom_por_inversion	0.00109458933883431	0.0113279826193641	0.00602623183268345
ctarjeta_visa_transacciones	0.00107106461424536	0.0012544941642669	0.00159517901453385
asg1_monto_total_acreditaciones_lag2	0.0010567981961961	8.82325739773365e-05	0.000354484225451967
g2_ctrx_quarter_sobre_mpasivos_margen_lag_1	0.0010521416085048	0.000270664859338861	0.000531726338177951
g2_mcuentas_saldo_sobre_g1_monto_total_acreditaciones_delta_lag1	0.0010502202855278	0.000460915197858037	0.000531726338177951
g2_g1_m_activos_pasivos_margen_absoluto_sobre_mrentabilidad_annual	0.00100101310338331	0.00119782979588764	0.00177242112725984
g2_mcuentas_saldo_sobre_g1_monto_total_acreditaciones	0.000990873016054413	0.000580898422245471	0.000531726338177951
Visa_cadelantosefectivo	0.000977825977149248	6.12026578230482e-05	0.000354484225451967
ccajas_consultas	0.000962190165299113	0.0127747297721798	0.0065579581708614
cpayroll_trx	0.000947303574121837	0.000498091712528342	0.000354484225451967
asg2_g1_m_activos_pasivos_margen_absoluto_sobre_mcuentas_saldo_lag3	0.000945441062217429	0.000608492442403278	0.00194966323998582
tmobile_app	0.000929420218886236	0.00884526937440678	0.00708968450903935
g1_numero_mes_delta_lag1	0.000924816268188082	0.0117059516978479	0.00620347394540943
asg1_visa_limite_compra_sobre_sueldo_lag3	0.000921108058816694	0.00700682472662035	0.00602623183268345
g2_ctrx_quarter_sobre_g1_m_activos_pasivos_margen_absoluto_lag_1	0.000913436814615772	0.000669747227315477	0.00141793690180787
asg1_mtotal_cta_corriente_lag3	0.000886998238130187	0.00203413196292978	0.00283587380361574
g2_g1_monto_total_acreditaciones_sobre_g1_transacciones_totales_tc	0.000859469595164548	0.000944695599898823	0.00248138957816377
mcomisiones_mantenimiento_lag_1	0.000841695726422075	0.00479389018048636	0.00584898971995746
mtarjeta_master_consumo	0.00082824991935382	0.00286442799826969	0.0021269053527118
cliente_edad	0.000780273499973611	0.0075309626080275	0.00602623183268345
g1_mtotal_caja_ahorro_lag_1	0.00076121219794813	2.26641714164527e-05	0.000177242112725984
asmcuentas_saldo_lag3	0.000758112903423034	0.000794246718461743	0.00159517901453385
asg2_g1_mtotal_caja_ahorro_sobre_g1_m_activos_pasivos_margen_absoluto_lag2	0.000749189777186066	0.00290225994037102	0.00478553704360156
g1_monto_total_comisiones	0.000732384704036767	0.00317748167710794	0.00407656859269763
cmobile_app_trx	0.000696519283600589	0.00124526039593996	0.00248138957816377
g2_mpasivos_margen_sobre_g2_limite_compra_tarjetas_credito	0.000692709512427525	9.59698099425075e-05	0.000531726338177951
mrentabilidad	0.000681325465690845	0.00407359604217648	0.00496277915632754
ctrx_quarter_lag_3	0.000659648430057665	0.00153541512941759	0.00265863169088976
cproductos	0.000629637703477874	0.00857199108910606	0.00478553704360156
g1_numero_mes_lag_2	0.000604272495604835	0.00155947844847888	0.00265863169088976
g2_g1_consumo_total_tc_sobre_mcuentas_saldo	0.000590272949947687	0.000659503850211463	0.000708968450903935
ccaja_seguridad_lag_1	0.000577012551465344	0.00204411248211525	0.0010634526763559
mtarjeta_visa_consumo_lag_3	0.000561497167175448	0.000291414067379471	0.000708968450903935
g1_consumo_total_tc_delta_lag1	0.000560667093398982	0.00198689835478413	0.00159517901453385
mpagomiscuentas	0.000556282034191297	0.00549020707004495	0.00336760014179369
asg1_visa_limite_compra_sobre_sueldo_lag2	0.000555171339993166	0.00239006582979769	0.00301311591634172
